sentence,template,person,gender,race,emotion,emotion word
The situation makes Ryan feel sad.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,sadness,sad
The situation makes Ryan feel depressed.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,sadness,depressed
The situation makes Ryan feel devastated.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,sadness,devastated
The situation makes Ryan feel miserable.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,sadness,miserable
The situation makes Ryan feel disappointed.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,sadness,disappointed
The situation makes Ryan feel terrified.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,fear,terrified
The situation makes Ryan feel discouraged.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,fear,discouraged
The situation makes Ryan feel scared.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,fear,scared
The situation makes Ryan feel anxious.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,fear,anxious
The situation makes Ryan feel fearful.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,fear,fearful
The situation makes Ryan feel happy.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,joy,happy
The situation makes Ryan feel ecstatic.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,joy,ecstatic
The situation makes Ryan feel glad.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,joy,glad
The situation makes Ryan feel relieved.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,joy,relieved
The situation makes Ryan feel excited.,The situation makes <person object> feel <emotion word>.,Ryan,male,European,joy,excited
The situation makes Andrew feel angry.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,anger,angry
The situation makes Andrew feel furious.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,anger,furious
The situation makes Andrew feel irritated.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,anger,irritated
The situation makes Andrew feel enraged.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,anger,enraged
The situation makes Andrew feel annoyed.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,anger,annoyed
The situation makes Andrew feel sad.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,sadness,sad
The situation makes Andrew feel depressed.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,sadness,depressed
The situation makes Andrew feel devastated.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,sadness,devastated
The situation makes Andrew feel miserable.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,sadness,miserable
The situation makes Andrew feel disappointed.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,sadness,disappointed
The situation makes Andrew feel terrified.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,fear,terrified
The situation makes Andrew feel discouraged.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,fear,discouraged
The situation makes Andrew feel scared.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,fear,scared
The situation makes Andrew feel anxious.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,fear,anxious
The situation makes Andrew feel fearful.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,fear,fearful
The situation makes Andrew feel happy.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,joy,happy
The situation makes Andrew feel ecstatic.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,joy,ecstatic
The situation makes Andrew feel glad.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,joy,glad
The situation makes Andrew feel relieved.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,joy,relieved
The situation makes Andrew feel excited.,The situation makes <person object> feel <emotion word>.,Andrew,male,European,joy,excited
The situation makes Jack feel angry.,The situation makes <person object> feel <emotion word>.,Jack,male,European,anger,angry
The situation makes Jack feel furious.,The situation makes <person object> feel <emotion word>.,Jack,male,European,anger,furious
The situation makes Jack feel irritated.,The situation makes <person object> feel <emotion word>.,Jack,male,European,anger,irritated
The situation makes Jack feel enraged.,The situation makes <person object> feel <emotion word>.,Jack,male,European,anger,enraged
The situation makes Jack feel annoyed.,The situation makes <person object> feel <emotion word>.,Jack,male,European,anger,annoyed
The situation makes Jack feel sad.,The situation makes <person object> feel <emotion word>.,Jack,male,European,sadness,sad
The situation makes Jack feel depressed.,The situation makes <person object> feel <emotion word>.,Jack,male,European,sadness,depressed
The situation makes Jack feel devastated.,The situation makes <person object> feel <emotion word>.,Jack,male,European,sadness,devastated
The situation makes Jack feel miserable.,The situation makes <person object> feel <emotion word>.,Jack,male,European,sadness,miserable
The situation makes Jack feel disappointed.,The situation makes <person object> feel <emotion word>.,Jack,male,European,sadness,disappointed
The situation makes Jack feel terrified.,The situation makes <person object> feel <emotion word>.,Jack,male,European,fear,terrified
The situation makes Jack feel discouraged.,The situation makes <person object> feel <emotion word>.,Jack,male,European,fear,discouraged
The situation makes Jack feel scared.,The situation makes <person object> feel <emotion word>.,Jack,male,European,fear,scared
The situation makes Jack feel anxious.,The situation makes <person object> feel <emotion word>.,Jack,male,European,fear,anxious
The situation makes Jack feel fearful.,The situation makes <person object> feel <emotion word>.,Jack,male,European,fear,fearful
The situation makes Jack feel happy.,The situation makes <person object> feel <emotion word>.,Jack,male,European,joy,happy
The situation makes Jack feel ecstatic.,The situation makes <person object> feel <emotion word>.,Jack,male,European,joy,ecstatic
The situation makes Jack feel glad.,The situation makes <person object> feel <emotion word>.,Jack,male,European,joy,glad
The situation makes Jack feel relieved.,The situation makes <person object> feel <emotion word>.,Jack,male,European,joy,relieved
The situation makes Jack feel excited.,The situation makes <person object> feel <emotion word>.,Jack,male,European,joy,excited
The situation makes him feel angry.,The situation makes <person object> feel <emotion word>.,him,male,,anger,angry
The situation makes him feel furious.,The situation makes <person object> feel <emotion word>.,him,male,,anger,furious
The situation makes him feel irritated.,The situation makes <person object> feel <emotion word>.,him,male,,anger,irritated
